Ra,feed_rate_mm,rpm,depth_mm,filepath
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-13\13_data\e00\d00\e0000dcf.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-13\13_data\e00\d00\e0000dd4.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-13\13_data\e00\d00\e0000f3a.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-13\13_data\e00\d00\e0000f4a.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-13\13_data\e00\d00\e0000f77.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e000003c.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e000010e.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e000010f.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e0000206.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e000022f.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e0000251.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e00002b3.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e000037b.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e000039a.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e000040f.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e00004c0.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e00004d6.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e000051c.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e0000574.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e00005e1.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e0000670.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e00006d8.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e000086c.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e000092c.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e00009c7.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e00009df.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e00009fc.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e0000a15.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e0000a93.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e0000b53.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e0000b8b.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e0000cc5.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e0000cd6.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e0000ce8.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e0000da9.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e0000dae.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-14\14_data\e00\d00\e0000e68.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e00000dc.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e000014d.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e0000183.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e00001c5.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e0000227.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e000039b.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e00003a7.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e00003ab.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e00003fe.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e0000424.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e000048c.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e00004fb.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e00005c7.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e00006d4.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e0000865.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e00008ad.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e00008c4.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e00009d7.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e00009e2.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e0000be6.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e0000c16.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e0000c9c.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e0000ca2.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e0000ced.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e0000db4.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e0000dd1.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e0000e52.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-15\15_data\e00\d00\e0000fc1.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e0000013.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e0000024.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e00000e9.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e00001e7.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e0000247.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e00002a8.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e00004bc.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e00004d4.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e00005a2.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e000060b.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e0000721.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e0000736.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e0000851.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e0000881.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e00008a1.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e0000923.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e000094a.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e00009a0.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e00009b6.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e00009b9.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e0000a9b.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e0000ba0.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e0000c88.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e0000cd7.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e0000e03.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e0000ecf.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e0000f4b.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-16\16_data\e00\d00\e0000fd0.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e00000b1.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e0000136.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e0000149.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e00001bc.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e0000262.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e00002c8.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e0000305.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e00003bc.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e00003e2.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e00004e4.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e000050a.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e000059e.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e00007e9.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e000091b.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e0000937.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e000095a.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e00009ac.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e00009ca.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e00009d5.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e00009ed.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e0000aaf.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e0000b0e.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e0000b2d.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e0000ba4.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e0000bda.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e0000cdf.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e0000de2.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e0000e7b.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e0000e95.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-17\17_data\e00\d00\e0000f9f.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-18\18_data\e00\d00\e0000104.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-18\18_data\e00\d00\e000011c.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-18\18_data\e00\d00\e00001bb.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-18\18_data\e00\d00\e000026c.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-18\18_data\e00\d00\e00002b4.au
3.7,10,250,0.25,D:\Milling prediction\Milling Surface Roughness Acoustic Sensor Dataset\feed-10mm\speed-250rpm\doc-0.25mm Ra-3.7\10-250-0.25-18\18_data\e00\d00\e0000349.au
